tid,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
487,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0 ounce,0.055999999999999994,36.0,517,Butcher's Brewing,Carlsbad,CA
492,2657,Blackbeard,American Double / Imperial Stout,12.0 ounce,0.09300000000000001,N/A,5,COAST Brewing Company,Charleston,SC
498,2252,Gran Sport,American Porter,16.0 ounce,0.052000000000000005,N/A,182,COOP Ale Works,Oklahoma City,OK
50,2603,Galaxyfest,American IPA,16.0 ounce,0.065,N/A,27,450 North Brewing Company,Columbus,IN
503,169,Horny Toad Cerveza (2013),American Blonde Ale,16.0 ounce,0.053,25.0,182,COOP Ale Works,Oklahoma City,OK
505,1808,Pilot Rock Porter,American Porter,12.0 ounce,0.06,N/A,155,Caldera Brewing Company,Ashland,OR
51,2602,Citrafest,American IPA,16.0 ounce,0.05,45.0,27,450 North Brewing Company,Columbus,IN
512,790,Caldera Pale Ale (2009),American Pale Ale (APA),12.0 ounce,0.055999999999999994,55.0,155,Caldera Brewing Company,Ashland,OR
514,788,Caldera Pale Ale (2007),American Pale Ale (APA),12.0 ounce,0.055999999999999994,55.0,155,Caldera Brewing Company,Ashland,OR
521,869,THP Amber (2006),American Amber / Red Ale,12.0 ounce,,N/A,497,Cans Bar and Canteen,Charlotte,NC
532,2226,Wisconsin Amber,Vienna Lager,12.0 ounce,0.052000000000000005,28.0,192,Capital Brewery,Middleton,WI
534,1954,Ghost Ship White IPA,American IPA,12.0 ounce,0.055999999999999994,55.0,192,Capital Brewery,Middleton,WI
539,63,Wisconsin Amber (2013),Vienna Lager,12.0 ounce,0.052000000000000005,N/A,192,Capital Brewery,Middleton,WI
540,62,U.S. Pale Ale,American Pale Ale (APA),12.0 ounce,0.05,N/A,192,Capital Brewery,Middleton,WI
541,61,Supper Club Lager,American Pale Lager,12.0 ounce,,N/A,192,Capital Brewery,Middleton,WI
549,1941,Monkey Chased the Weasel,Berliner Weissbier,16.0 ounce,0.039,9.0,222,Carton Brewing Company,Atlantic Highlands,NJ
555,1743,Firewater India Pale Ale,American IPA,12.0 ounce,0.052000000000000005,N/A,331,Catawba Brewing Company,Morganton,NC
561,1882,Whitecap Wit,Witbier,16.0 ounce,0.048,16.0,285,Catawba Island Brewing,Port Clinton,OH
573,2377,Main St. Virginia Ale,Altbier,12.0 ounce,0.05,40.0,122,Center of the Universe Brewing C...,Ashland,VA
575,1248,Main St. Virginia Ale,Altbier,12.0 ounce,0.05,40.0,122,Center of the Universe Brewing C...,Ashland,VA
59,48,British Pale Ale,English Pale Ale,16.0 ounce,0.054000000000000006,30.0,481,7 Seas Brewing Company,Gig Harbor,WA
590,2079,Oktoberfest,Märzen / Oktoberfest,16.0 ounce,0.055,40.0,226,Chatham Brewing,Chatham,NY
593,2354,Lighthouse Amber,Altbier,16.0 ounce,0.052000000000000005,N/A,121,Cheboygan Brewing Company,Cheboygan,MI
606,1725,Hopped on the High Seas (Calypso),American IPA,12.0 ounce,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
609,1693,Hopped on the High Seas (Citra),American IPA,12.0 ounce,0.07,60.0,141,Cigar City Brewing Company,Tampa,FL
614,1141,Jai Alai IPA Aged on White Oak,American IPA,12.0 ounce,0.075,70.0,141,Cigar City Brewing Company,Tampa,FL
63,431,Colorado Native (2011),American Amber / Red Lager,12.0 ounce,0.055,26.0,462,AC Golden Brewing Company,Golden,CO
634,1406,Savannah Brown Ale,American Brown Ale,12.0 ounce,0.062,55.0,415,Coastal Empire Beer Company,Savannah,GA
635,2438,Rhode Island Blueberry,Kölsch,12.0 ounce,0.046,11.0,101,Coastal Extreme Brewing Company,Newport,RI
636,2437,Newport Storm IPA,American IPA,12.0 ounce,0.065,75.0,101,Coastal Extreme Brewing Company,Newport,RI
640,970,Des Moines IPA,American IPA,16.0 ounce,0.068,75.0,482,Confluence Brewing Company,Des Moines,IA
641,969,Capital Gold Golden Lager,German Pilsener,16.0 ounce,0.048,22.0,482,Confluence Brewing Company,Des Moines,IA
645,1337,Core Oatmeal Stout,Oatmeal Stout,12.0 ounce,0.057,N/A,139,Core Brewing & Distilling Company,Springdale,AR
656,940,Boohai Red Ale,American Amber / Red Ale,12.0 ounce,,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
658,613,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0 ounce,0.06,N/A,63,Crazy Mountain Brewing Company,Edwards,CO
659,356,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0 ounce,0.052000000000000005,25.0,63,Crazy Mountain Brewing Company,Edwards,CO
67,2540,Citra Ass Down,American IPA,16.0 ounce,0.08199999999999999,68.0,62,Against The Grain Brewery,Louisville,KY
68,2539,The Brown Note,American Brown Ale,16.0 ounce,0.05,20.0,62,Against The Grain Brewery,Louisville,KY
686,185,The Citizen,Belgian Pale Ale,12.0 ounce,0.07,N/A,227,DC Brau Brewing Company,Washington,DC
69,2686,Citra Ass Down,American Double / Imperial IPA,16.0 ounce,0.08,68.0,1,Against the Grain Brewery,Louisville,KY
7,2259,Foreman,American Porter,12.0 ounce,0.065,N/A,177,18th Street Brewery,Gary,IN
706,1213,Chuli Stout,Irish Dry Stout,12.0 ounce,0.059000000000000004,55.0,453,Denali Brewing Company,Talkeetna,AK
731,449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,16.0 ounce,,N/A,531,Dolores River Brewery,Dolores,CO
733,447,Dolores River Dry Stout,Irish Dry Stout,16.0 ounce,,N/A,531,Dolores River Brewery,Dolores,CO
738,880,Apricot Blonde,Fruit / Vegetable Beer,12.0 ounce,0.051,17.0,496,Dry Dock Brewing Company,Aurora,CO
74,2681,Flesh Gourd'n,Pumpkin Ale,16.0 ounce,0.066,21.0,1,Against the Grain Brewery,Louisville,KY
743,1590,Pumpkin Patch Ale,Pumpkin Ale,16.0 ounce,0.05,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
744,1382,Crank Yanker IPA,American IPA,16.0 ounce,0.078,74.0,369,Eddyline Brewery & Restaurant,Buena Vista,CO
747,911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0 ounce,0.055,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
748,680,Boater Beer,German Pilsener,16.0 ounce,0.045,N/A,369,Eddyline Brewery & Restaurant,Buena Vista,CO
752,1107,Nut Sack Imperial Brown Ale,American Brown Ale,12.0 ounce,0.07,N/A,465,Engine 15 Brewing,Jacksonville Beach,FL
77,2678,Rico Sauvin,American Double / Imperial IPA,16.0 ounce,0.076,68.0,1,Against the Grain Brewery,Louisville,KY
786,112,Fearless Scottish Ale,Scottish Ale,16.0 ounce,0.05,N/A,201,Fearless Brewing Company,Estacada,OR
795,1664,Sobek & Set,American Black Ale,16.0 ounce,0.08,80.0,256,Finch's Beer Company,Chicago,IL
797,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0 ounce,0.05,22.0,256,Finch's Beer Company,Chicago,IL
800,809,Cut Throat Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,N/A,256,Finch's Beer Company,Chicago,IL
801,481,Threadless IPA,American IPA,16.0 ounce,0.075,N/A,256,Finch's Beer Company,Chicago,IL
810,2284,Hinchtown Hammer Down,American Blonde Ale,16.0 ounce,0.05,27.0,16,Flat 12 Bierwerks,Indianapolis,IN
811,1610,Half Cycle IPA,American IPA,16.0 ounce,0.06,104.0,16,Flat 12 Bierwerks,Indianapolis,IN
817,2566,Flying Mouse 4,American IPA,12.0 ounce,0.07,70.0,50,Flying Mouse Brewery,Troutville,VA
82,1594,Maylani's Coconut Stout,American Stout,16.0 ounce,0.053,35.0,367,Airways Brewing Company,Kent,WA
829,1515,3-Way IPA (2013),American IPA,16.0 ounce,0.067,N/A,206,Fort George Brewery,Astoria,OR
833,552,Cavatica Stout,American Double / Imperial Stout,16.0 ounce,0.08800000000000001,N/A,206,Fort George Brewery,Astoria,OR
838,2660,Westfalia,American Amber / Red Ale,12.0 ounce,0.055999999999999994,16.0,4,Fort Point Beer Company,San Francisco,CA
841,2625,Dirty Bastard,Scotch Ale / Wee Heavy,12.0 ounce,0.085,50.0,15,Founders Brewing Company,Grand Rapids,MI
845,1873,Block Party Robust Porter,American Porter,12.0 ounce,0.057,40.0,287,Four Corners Brewing Company,Dallas,TX
848,2612,Father's Beer,Belgian Pale Ale,16.0 ounce,0.05,N/A,22,Four Fathers Brewing,Valparaiso,IN
859,2428,Four String Vanilla Porter,American Porter,12.0 ounce,0.06,N/A,105,Four String Brewing Company,Columbus,OH
862,2424,Big Star White IPA,American White IPA,12.0 ounce,0.07,70.0,105,Four String Brewing Company,Columbus,OH
865,1208,Twisted Helles Summer Lager,Munich Helles Lager,12.0 ounce,0.055,18.0,253,Frankenmuth Brewery,Frankenmuth,MI
871,2522,Rye Wit,Witbier,12.0 ounce,0.042,10.0,66,Freetail Brewing Company,San Antonio,TX
873,2520,Yo Soy Un Berliner,Berliner Weissbier,12.0 ounce,0.044000000000000004,5.0,66,Freetail Brewing Company,San Antonio,TX
874,1174,77 Fremont Select Spring Session IPA,American IPA,12.0 ounce,0.04,N/A,460,Fremont Brewing Company,Seattle,WA
876,994,Abominable Ale,English Strong Ale,12.0 ounce,0.08,N/A,460,Fremont Brewing Company,Seattle,WA
887,2076,Boathouse Blonde,American Blonde Ale,12.0 ounce,0.049,15.0,228,Geneva Lake Brewing Company,Lake Geneva,WI
888,2075,Cedar Point,American Amber / Red Ale,12.0 ounce,0.05,26.0,228,Geneva Lake Brewing Company,Lake Geneva,WI
896,1489,Golden Road Hefeweizen,Hefeweizen,16.0 ounce,0.046,15.0,240,Golden Road Brewing,Los Angeles,CA
9,2131,Cone Crusher,American Double / Imperial IPA,12.0 ounce,0.086,N/A,177,18th Street Brewery,Gary,IN
905,2587,Vanilla Porter,American Porter,16.0 ounce,0.07,11.0,39,Gonzo's BiggDogg Brewing,Kalamazoo,MI
906,1109,Descender IPA,American IPA,12.0 ounce,0.07,70.0,464,Good Life Brewing Company,Bend,OR
911,309,Good People IPA,American IPA,12.0 ounce,0.06,64.0,478,Good People Brewing Company,Birmingham,AL
95,837,Desolation IPA,American IPA,16.0 ounce,0.062,43.0,401,Amnesia Brewing Company,Washougal,WA
951,2647,Rumble,American IPA,12.0 ounce,0.071,N/A,6,Great Divide Brewing Company,Denver,CO
958,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,12.0 ounce,0.045,15.0,543,Great Northern Brewing Company,Whitefish,MT
959,1923,Commotion APA,American Pale Ale (APA),12.0 ounce,0.052000000000000005,49.0,269,Great Raft Brewing Company,Shreveport,LA
963,1446,Great River Golden Ale,American Blonde Ale,12.0 ounce,0.048,N/A,365,Great River Brewery,Davenport,IA
966,1064,Owney Irish Style Red Ale,Irish Red Ale,16.0 ounce,0.05,30.0,365,Great River Brewery,Davenport,IA
972,655,Farmer Brown Ale,American Brown Ale,16.0 ounce,0.07,22.0,365,Great River Brewery,Davenport,IA
980,2314,Wild Trail Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,44.0,156,Greenbrier Valley Brewing Company,Lewisburg,WV
981,2313,Mothman Black IPA,American Black Ale,12.0 ounce,0.067,71.0,156,Greenbrier Valley Brewing Company,Lewisburg,WV
982,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,16.0 ounce,0.057999999999999996,N/A,86,Grey Sail Brewing Company,Westerly,RI
986,1186,Hazy Day Belgian-Style Wit,Witbier,16.0 ounce,0.04,20.0,379,Grey Sail Brewing of Rhode Island,Westerly,RI
987,1185,Bring Back the Beach Blonde Ale,American Blonde Ale,16.0 ounce,0.055,N/A,379,Grey Sail Brewing of Rhode Island,Westerly,RI
993,2142,Screamin’ Pumpkin,Pumpkin Ale,16.0 ounce,0.05,25.0,124,Griffin Claw Brewing Company,Birmingham,MI
995,2140,El Rojo,American Amber / Red Ale,16.0 ounce,0.065,25.0,124,Griffin Claw Brewing Company,Birmingham,MI
1883,1521,Modus Hoperandi,American IPA,12.0 OZ.,0.068%,65.0,264,Ska Brewing Company,Durango CO,
2314,1730,Wynona's Big Brown Ale,American Brown Ale,12.0 OZ.,0.075%,31.0,322,Voodoo Brewery,Meadville PA,
1043,1351,Grazias,Cream Ale,16.0 OZ.,0.063%,30.0,423,Hess Brewing Company,San Diego,CA
1150,666,Rodeo Clown Double IPA,American Double / Imperial IPA,12.0 OZ.,0.095%,85.0,125,Karbach Brewing Company,Houston,TX
12,2097,Garce Selé,Saison / Farmhouse Ale,12.0 OZ.,0.069%,N/A,177,18th Street Brewery,Gary,IN
127,2039,Uroboros,American Stout,12.0 OZ.,0.085%,N/A,193,Anthem Brewing Company,Oklahoma City,OK
1283,2120,The Imperial Texan,American Double / Imperial IPA,16.0 OZ.,0.08%,N/A,161,Martin House Brewing Company,Fort Worth,TX
1316,1986,Bushwhacker Cider,Cider,16.0 OZ.,0.069%,N/A,254,Meckley's Cidery,Somerset Center,MI
1353,273,AXL Pale Ale,American Pale Ale (APA),16.0 OZ.,,N/A,440,MillKing It Productions,Royal Oak,MI
1394,719,Sweet Georgia Brown,American Brown Ale,16.0 OZ.,0.054000000000000006%,N/A,514,Monkey Paw Pub & Brewery,San Diego,CA
1561,1167,Mama's Little Yella Pils,Czech Pilsener,19.2 OZ.,0.053%,35.0,166,Oskar Blues Brewery,Longmont,CO
157,343,Fire Eagle IPA,American IPA,12.0 OZ.,0.062%,N/A,413,Austin Beerworks,Austin,TX
1579,7,Mama's Little Yella Pils,Czech Pilsener,12.0 OZ.,0.053%,35.0,166,Oskar Blues Brewery,Longmont,CO
1597,1533,G'KNIGHT,American Double / Imperial IPA,12.0 OZ.,0.087%,85.0,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1619,1931,Fresh Cut Pilsner,American Pilsner,12.0 OZ.,0.046%,N/A,266,Peak Organic Brewing Company,Portland,ME
1664,2336,New Cleveland Palesner,American Pilsner,12.0 OZ.,0.05%,N/A,147,Platform Beer Company,Cleveland,OH
1669,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,12.0 OZ.,0.059000000000000004%,14.0,135,Pug Ryan's Brewery,Dillon,CO
1684,1861,BLAKKR,American Black Ale,12.0 OZ.,0.099%,85.0,128,Real Ale Brewing Company,Blanco,TX
175,1426,Back East Golden Ale,American Blonde Ale,12.0 OZ.,0.049%,N/A,235,Back East Brewing Company,Bloomfield,CT
1793,1073,Epicenter Amber Ale,American Amber / Red Ale,12.0 OZ.,0.055%,20.0,30,SanTan Brewing Company,Chandler,AZ
184,1401,Ballast Point Pale Ale,Kölsch,12.0 OZ.,0.052000000000000005%,23.0,34,Ballast Point Brewing Company,San Diego,CA
1908,22,Royal Weisse Ale,Hefeweizen,12.0 OZ.,0.055999999999999994%,11.0,371,Sly Fox Brewing Company,Pottstown,PA
1931,1160,Old Devil's Tooth,American Barleywine,12.0 OZ.,0.099%,100.0,309,Sockeye Brewing Company,Boise,ID
1935,1076,Power House Porter,American Porter,12.0 OZ.,0.057%,N/A,309,Sockeye Brewing Company,Boise,ID
2051,1347,Bourbon Barrel Cowbell,American Porter,16.0 OZ.,,N/A,25,Sun King Brewing Company,Indianapolis,IN
2081,15,Abrasive Ale,American Double / Imperial IPA,16.0 OZ.,0.09699999999999999%,120.0,61,Surly Brewing Company,Brooklyn Center,MN
210,183,Pamola Xtra Pale Ale,American Pale Ale (APA),12.0 OZ.,0.049%,28.0,292,Baxter Brewing Company,Lewiston,ME
2106,1196,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0 OZ.,0.055999999999999994%,20.0,45,Tallgrass Brewing Company,Manhattan,KS
2190,1817,Klingon Warnog Roggen Dunkel,Roggenbier,16.0 OZ.,0.055%,N/A,17,Tin Man Brewing Company,Evansville,IN
2244,642,Outlaw IPA (2015),American IPA,12.0 OZ.,0.065%,N/A,74,Two Brothers Brewing Company,Warrenville,IL
2254,1723,Hop Nosh IPA,American IPA,12.0 OZ.,0.073%,83.0,159,Uinta Brewing Company,Salt Lake City,UT
2272,2506,Old Pro,Gose,12.0 OZ.,0.042%,10.0,71,Union Craft Brewing,Baltimore,MD
2320,1844,Wachusett IPA,American IPA,12.0 OZ.,0.055999999999999994%,50.0,295,Wachusett Brewing Company,Westminster,MA
29,797,Brew Free! or Die IPA (2008),American IPA,12.0 OZ.,0.07%,70.0,368,21st Amendment Brewery,San Francisco,CA
331,1891,Longhop IPA,American IPA,16.0 OZ.,0.042%,30.0,281,Bolero Snort Brewery,Ridgefield Park,NJ
437,1033,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0 OZ.,0.099%,N/A,10,Brewery Vivant,Grand Rapids,MI
475,2608,Wrath of Pele,American Brown Ale,16.0 OZ.,0.065%,N/A,24,Burn 'Em Brewing,Michigan City,IN
510,792,Caldera IPA (2007),American IPA,12.0 OZ.,0.061%,94.0,155,Caldera Brewing Company,Ashland,OR
714,2505,Abbey's Single (2015- ),Abbey Single Ale,12.0 OZ.,0.049%,22.0,57,Destihl Brewery,Bloomington,IL
737,881,Hop Abomination,American IPA,12.0 OZ.,0.066%,100.0,496,Dry Dock Brewing Company,Aurora,CO
78,2677,Coq de la Marche,Saison / Farmhouse Ale,16.0 OZ.,0.051%,38.0,1,Against the Grain Brewery,Louisville,KY
885,1658,Cack-A-Lacky,American Pale Ale (APA),12.0 OZ.,0.05%,N/A,347,Fullsteam Brewery,Durham,NC
891,1960,Saison Pamplemousse,Saison / Farmhouse Ale,12.0 OZ.,0.057999999999999996%,35.0,240,Golden Road Brewing,Los Angeles,CA
955,2643,Colette,Saison / Farmhouse Ale,12.0 OZ.,0.073%,N/A,6,Great Divide Brewing Company,Denver,CO
967,1028,Aaah Bock Lager,Vienna Lager,16.0 OZ.,0.06%,N/A,365,Great River Brewery,Davenport,IA
1028,192,Harpoon Summer Beer (2010),Kölsch,12.0 OZ.,0.05,28.0,234,Harpoon Brewery,Boston MA,
1246,1994,The Great Pumpcan,Fruit / Vegetable Beer,16.0 OZ.,0.079,18.0,91,Madtree Brewing Company,Cincinnati OH,
1559,1444,Dale's Pale Ale,American Pale Ale (APA),12.0 OZ.,0.065,65.0,166,Oskar Blues Brewery,Longmont CO,
1865,1591,Autumnation (2013),American IPA,16.0 OZ.,0.067,74.0,46,Sixpoint Craft Ales,Brooklyn NY,
2270,25,Siamese twin,Dubbel,16.0 OZ.,0.085,N/A,522,Uncommon Brewers,Santa Cruz CA,
716,2021,Here Gose Nothin',Gose,12.0 OZ.,0.05,12.0,57,Destihl Brewery,Bloomington IL,
723,731,Kaleidoscope Collaboration 2012,American Black Ale,16.0 OZ.,,N/A,491,Devil's Canyon Brewery,Belmont CA,
90,2501,Hopalicious,American Pale Ale (APA),12.0 OZ.,0.057,N/A,73,Ale Asylum,Madison WI,
1042,988,Davy Jones Lager,Cream Ale,12.0 OZ.,0.06,N/A,479,Heavy Seas Beer,Halethorpe,MD
1119,2672,Leisure Time,American Pale Lager,12.0 OZ.,0.048,15.0,2,Jack's Abby Craft Lagers,Framingham,MA
1123,1405,Helen's Blend,Cider,12.0 OZ.,0.05,N/A,416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA
1135,1524,A Capella Gluten Free Pale Ale,American Pale Ale (APA),12.0 OZ.,0.055,N/A,32,James Page Brewing Company,Stevens Point,WI
1176,1667,King Street IPA,American IPA,12.0 OZ.,0.06,70.0,102,King Street Brewing Company,Anchorage,AK
1205,471,Back Country Scottish Ale,Scottish Ale,12.0 OZ.,0.057,N/A,537,Lewis and Clark Brewing Company,Helena,MT
1221,574,Blackbeary Wheat,Fruit / Vegetable Beer,12.0 OZ.,0.04,8.0,268,Long Trail Brewing Company,Bridgewater Corners,VT
1225,2582,Mosaic Single Hop IPA,American IPA,16.0 OZ.,0.055,N/A,41,Lost Nation Brewing,East Fairfield,VT
124,1292,Angry Orchard Crisp Apple,Cider,12.0 OZ.,0.05,N/A,434,Angry Orchard Cider Company,Cincinnati,OH
1252,1813,#9,Fruit / Vegetable Beer,16.0 OZ.,0.051,20.0,303,Magic Hat Brewing Company,South Burlington,VT
1272,1670,Manzanita Pale Ale,American Pale Ale (APA),12.0 OZ.,0.066,44.0,346,Manzanita Brewing Company,Santee,CA
1281,2268,Pretzel Stout,American Stout,16.0 OZ.,0.065,47.0,161,Martin House Brewing Company,Fort Worth,TX
1291,960,Saranac Golden Pilsener (2003),German Pilsener,12.0 OZ.,0.051,N/A,299,Matt Brewing Company,Utica,NY
1308,435,Flyin' HI.P.Hay,American IPA,12.0 OZ.,0.068,68.0,375,Maui Brewing Company,Lahaina,HI
1320,2185,Tsunami IPA,American IPA,12.0 OZ.,0.07200000000000001,75.0,203,Mehana Brewing Co.,Hilo,HI
1340,2662,Claritas,Kölsch,16.0 OZ.,0.057999999999999996,28.0,3,Mike Hess Brewing Company,San Diego,CA
1372,2274,Boxer Ice,American Adjunct Lager,12.0 OZ.,0.055,N/A,134,Minhas Craft Brewery,Monroe,WI
1373,2273,Boxer,American Adjunct Lager,12.0 OZ.,0.05,N/A,134,Minhas Craft Brewery,Monroe,WI
1375,2441,Mission IPA,American IPA,32.0 OZ.,0.068,66.0,98,Mission Brewery,San Diego,CA
1378,1476,Squeaky Bike Nut Brown Ale,American Brown Ale,16.0 OZ.,0.04,N/A,399,Moab Brewery,Moab,UT
1414,131,Dry Heat Hefeweizen (2006),Hefeweizen,12.0 OZ.,0.055,N/A,507,Mudshark Brewing Company,Lake Havasu City,AZ
1419,420,Washita Wheat,American Pale Wheat Ale,12.0 OZ.,0.053,14.0,366,Mustang Brewing Company,Mustang,OK
1463,757,Atlantic Amber Ale (2004),American Amber / Red Ale,12.0 OZ.,0.05,N/A,410,New England Brewing Company,Woodbridge,CT
1470,39,Sea Hag IPA (Current),American IPA,12.0 OZ.,0.062,N/A,410,New England Brewing Company,Woodbridge,CT
1475,485,NOLA Brown Ale,English Dark Mild Ale,12.0 OZ.,0.039,N/A,174,New Orleans Lager & Ale Brewing ...,New Orleans,LA
149,978,Old Red Beard Amber Ale,American Amber / Red Ale,12.0 OZ.,0.06,35.0,374,Astoria Brewing Company,Astoria,OR
1515,2070,Luchesa Lager,Keller Bier / Zwickel Bier,12.0 OZ.,0.048,35.0,184,Oasis Texas Brewing Company,Austin,TX
1540,900,Celestial Blonde Ale,American Blonde Ale,16.0 OZ.,0.065,N/A,301,Old Forge Brewing Company,Danville,PA
1564,955,Dale's Pale Ale,American Pale Ale (APA),19.2 OZ.,0.065,65.0,166,Oskar Blues Brewery,Longmont,CO
1633,1062,Pete's ESP Lager (1998),American Pale Lager,12.0 OZ.,0.051,N/A,470,Pete's Brewing Company,San Antonio,TX
1673,711,Over the Rail Pale Ale,American Pale Ale (APA),12.0 OZ.,0.057,68.0,135,Pug Ryan's Brewery,Dillon,CO
1681,2229,Pride of Texas Pale Ale,American Pale Ale (APA),12.0 OZ.,0.057999999999999996,60.0,176,Rahr & Sons Brewing Company,Fort Worth,TX
1709,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,12.0 OZ.,0.099,100.0,110,Renegade Brewing Company,Denver,CO
1744,2373,Oktoberfest,Märzen / Oktoberfest,12.0 OZ.,0.062,N/A,43,Rivertowne Brewing Company,Export,PA
1750,1877,Patrick's Poison,American Amber / Red Ale,12.0 OZ.,0.08,N/A,43,Rivertowne Brewing Company,Export,PA
1769,1575,Polar Night Stout,American Stout,16.0 OZ.,0.08,N/A,376,RoughTail Brewing Company,Midwest City,OK
185,1400,Big Eye India Pale Ale,American IPA,12.0 OZ.,0.07,75.0,34,Ballast Point Brewing Company,San Diego,CA
1859,2443,Abigale,Belgian Pale Ale,12.0 OZ.,0.08,N/A,46,Sixpoint Craft Ales,Brooklyn,NY
1875,525,Diesel,American Stout,16.0 OZ.,0.063,69.0,46,Sixpoint Craft Ales,Brooklyn,NY
1923,1596,Dagger Falls IPA,American IPA,12.0 OZ.,0.063,100.0,309,Sockeye Brewing Company,Boise,ID
1927,1425,Barrel Aged Seven Devils Imperial Stout,American Double / Imperial Stout,12.0 OZ.,0.099,N/A,309,Sockeye Brewing Company,Boise,ID
1949,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,12.0 OZ.,0.05,20.0,133,Southern Prohibition Brewing Com...,Hattiesburg,MS
1972,2136,God Damn Pigeon Porter,American Porter,16.0 OZ.,0.08199999999999999,N/A,175,Spiteful Brewing Company,Chicago,IL
1977,1820,Ghost Bike Pale Ale,American Pale Ale (APA),16.0 OZ.,0.073,N/A,175,Spiteful Brewing Company,Chicago,IL
2017,1983,Brontide,American Black Ale,12.0 OZ.,0.05,N/A,255,Stillwater Artisanal Ales,Baltimore,MD
